Ref,Status,Location,Created,Status Changed,Priority,Cause,project,Report Status,Task Group
T76201.331,Closed,JPC Project Management>EHS Management,12/08/2020,25/08/2020,Behavioural Failure,JPC - Quality - Materials,1335,Closed,Safety
T76201.332,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area,12/08/2020,12/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.333,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities>Female Shower,12/08/2020,12/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.334,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities>Female Changing/ Locker Room,11/08/2020,11/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.335,Closed,JPC Project Management>EHS Management,11/08/2020,25/08/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T76201.336,Closed,JPC Project Management>EHS Management,11/08/2020,25/08/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T76201.337,EHS Good Observation,JPC Project Management>EHS Management,11/08/2020,11/08/2020,Behavioural Failure,JPC - Safety - Access,1335,Closed,Safety
T76201.338,Closed,JPC Project Management>EHS Management,11/08/2020,25/08/2020,Behavioural Failure,JPC - Safety - Lead Management,1335,Closed,Safety
T76201.339,Open / Ongoing Works,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area,11/08/2020,11/08/2020,Other,JPC - Quality - Damage,1335,Open,Quality
T76201.34,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,10/08/2020,10/08/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T76201.340,Closed,JPC Project Management>EHS Management>EHS Inspections,10/08/2020,25/08/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T76201.341,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,10/08/2020,10/08/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T76201.342,Closed,JPC Project Management>EHS Management>EHS Inspections,10/08/2020,25/08/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T76201.343,Closed,JPC Project Management>EHS Management>EHS Inspections,10/08/2020,25/08/2020,Behavioural Failure,JPC - Carelessness,1335,Closed,Safety
T76201.344,Closed,JPC Project Management>EHS Management>EHS Inspections,10/08/2020,25/08/2020,Behavioural Failure,JPC - Carelessness,1335,Closed,Safety
T76201.345,Open / Ongoing Works,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area,10/08/2020,10/08/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T76201.346,Open / Ongoing Works,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area,10/08/2020,10/08/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T76201.347,Rejected / Action Required,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities>Female Shower,08/08/2020,08/08/2020,Other,JPC - Quality - Management,1335,Open,Quality
T76201.348,Open / Ongoing Works,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities>Storage,08/08/2020,08/08/2020,Other,JPC - Safety - House Keeping ,1335,Open,Safety
T76201.349,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities>Steam Room,08/08/2020,08/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.35,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities>Steam Room,08/08/2020,08/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.350,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities,08/08/2020,08/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.351,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities>Male Shower,08/08/2020,08/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.352,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities>Sauna,08/08/2020,08/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.353,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities>Sauna,08/08/2020,08/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.354,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities>Sauna,08/08/2020,08/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.355,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities>Male Shower,08/08/2020,08/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.356,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities>Male Shower,08/08/2020,08/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.357,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities>Pool WC,07/08/2020,07/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.358,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities,07/08/2020,07/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.359,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Lvl 01 Floor Plan>Fitness Suite,07/08/2020,07/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.36,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Lvl 01 Floor Plan>Stairs,07/08/2020,07/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.360,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Lvl 01 Floor Plan,07/08/2020,07/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.361,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Lvl 01 Floor Plan,07/08/2020,07/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.362,Open / Ongoing Works,JPC Project Management>Site Management>Daily Site Diary,06/08/2020,06/08/2020,Other,JPC - Quality - Workmanship,1335,Open,Quality
T76201.363,Closed,JPC Project Management>EHS Management>EHS Inspections,06/08/2020,10/08/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T76201.364,Closed,JPC Project Management>EHS Management>EHS Inspections,06/08/2020,21/08/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T76201.365,Closed,JPC Project Management>EHS Management>EHS Inspections,06/08/2020,15/09/2020,Behavioural Failure,JPC - Safety - Temporary Electrics,1335,Closed,Safety
T76201.366,Closed,JPC Project Management>EHS Management>EHS Inspections,06/08/2020,10/08/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T76201.367,Closed,JPC Project Management>EHS Management>EHS Inspections,06/08/2020,10/08/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T76201.368,Closed,JPC Project Management>EHS Management>EHS Inspections,06/08/2020,10/08/2020,Behavioural Failure,JPC - Safety - Temporary Electrics,1335,Closed,Safety
T76201.369,Closed,JPC Project Management>EHS Management>EHS Inspections,06/08/2020,10/08/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T76201.37,Closed,JPC Project Management>EHS Management>EHS Inspections,06/08/2020,10/08/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T76201.370,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,06/08/2020,06/08/2020,Behavioural Failure,JPC - Safety - Excavations,1335,Closed,Safety
T76201.371,Rejected / Action Required,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area,06/08/2020,06/08/2020,Other,JPC - Quality - Workmanship,1335,Open,Quality
T76201.372,Rejected / Action Required,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area,06/08/2020,06/08/2020,Other,JPC - Quality - Workmanship,1335,Open,Quality
T76201.373,Rejected / Action Required,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area,06/08/2020,06/08/2020,Other,JPC - Quality - Workmanship,1335,Open,Quality
T76201.374,Rejected / Action Required,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area,06/08/2020,06/08/2020,Other,JPC - Quality - Workmanship,1335,Open,Quality
T76201.375,Rejected / Action Required,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area,06/08/2020,06/08/2020,Other,JPC - Quality - Workmanship,1335,Open,Quality
T76201.376,JPC Sign Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area,06/08/2020,07/08/2020,Other,JPC - Quality - Workmanship,1335,Closed,Quality
T76201.377,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Linen Store,05/08/2020,05/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.378,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Linen Store,05/08/2020,05/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.379,Closed,JPC Project Management>Site Management>Daily Site Diary,04/08/2020,10/08/2020,Behavioural Failure,JPC - Carelessness,1335,Closed,Safety
T76201.38,Closed,JPC Project Management>Site Management>Daily Site Diary,04/08/2020,10/08/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T76201.380,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities>Steam Room,04/08/2020,04/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.381,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities>Steam Room,04/08/2020,04/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.382,Closed,JPC Project Management>EHS Management,04/08/2020,10/08/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T76201.383,Closed,JPC Project Management>EHS Management,04/08/2020,10/08/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T76201.384,Closed,JPC Project Management>EHS Management,04/08/2020,10/08/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T76201.385,Closed,JPC Project Management>EHS Management,04/08/2020,10/08/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T76201.386,EHS Good Observation,JPC Project Management>EHS Management,04/08/2020,04/08/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T76201.387,EHS Good Observation,JPC Project Management>EHS Management,04/08/2020,04/08/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T76201.388,Closed,JPC Project Management>Site Management>Daily Site Diary,31/07/2020,10/08/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T76201.389,JPC Sign Off / Closed,JPC Project Management>Site Management>Daily Site Diary,31/07/2020,13/09/2020,Other,JPC - Quality - Workmanship,1335,Closed,Quality
T76201.39,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,31/07/2020,31/07/2020,Behavioural Failure,JPC - Safety - WAH Equipment,1335,Closed,Safety
T76201.390,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,31/07/2020,31/07/2020,Behavioural Failure,JPC - Safety - Management,1335,Closed,Safety
T76201.391,Closed,JPC Project Management>EHS Management>EHS Inspections,31/07/2020,10/08/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T76201.392,Closed,JPC Project Management>EHS Management>EHS Inspections,31/07/2020,10/08/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T76201.393,Closed,JPC Project Management>EHS Management>EHS Inspections,31/07/2020,10/08/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T76201.394,Closed,JPC Project Management>EHS Management>EHS Inspections,31/07/2020,10/08/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T76201.395,Closed,JPC Project Management>EHS Management>EHS Inspections,31/07/2020,10/08/2020,Behavioural Failure,JPC - Safety - Management,1335,Closed,Safety
T76201.396,JPC Sign Off / Closed,Quality Control>ITP 04 M&E Services,31/07/2020,14/08/2020,Other,JPC - Quality - Materials,1335,Closed,Quality
T76201.397,JPC Sign Off / Closed,Quality Control>ITP 04 M&E Services,31/07/2020,14/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Site Management
T76201.398,JPC Sign Off / Closed,Quality Control>ITP 04 M&E Services,31/07/2020,14/08/2020,Other,JPC - Quality - Materials,1335,Closed,Quality
T76201.399,JPC Signed Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor>Pool Area Facilities>Female Changing/ Locker Room,31/07/2020,31/07/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Safety
T76201.40,Open / Ongoing Works,Quality Control>ITP 04 M&E Services,30/07/2020,30/07/2020,Other,JPC - Safety - House Keeping ,1335,Open,Design Team
T76201.400,JPC Sign Off,Quality Control>ITP 04 M&E Services,30/07/2020,21/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T76201.401,Open / Ongoing Works,Quality Control>ITP 04 M&E Services,30/07/2020,30/07/2020,Other,JPC - Safety - House Keeping ,1335,Open,Design Team
T76201.402,Closed,JPC Project Management>EHS Management>EHS Inspections,29/07/2020,10/08/2020,Behavioural Failure,JPC - Quality - Materials,1335,Closed,Safety
T76201.403,Closed,JPC Project Management>EHS Management>EHS Inspections,29/07/2020,29/07/2020,Other,JPC - Safety - Exclusion Zones,1335,Closed,Design Team
T76201.404,Closed,JPC Project Management>EHS Management>EHS Inspections,29/07/2020,10/08/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T76201.405,Closed,JPC Project Management>EHS Management>EHS Inspections,29/07/2020,10/08/2020,Behavioural Failure,JPC - Safety - Lead Management,1335,Closed,Safety
T76201.406,Closed,JPC Project Management>EHS Management>EHS Inspections,29/07/2020,10/08/2020,Behavioural Failure,JPC - Safety - Lead Management,1335,Closed,Safety
T76201.407,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,29/07/2020,29/07/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T76201.408,Closed,JPC Project Management>EHS Management>EHS Inspections,29/07/2020,10/08/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T76201.409,Closed,JPC Project Management>EHS Management>EHS Inspections,29/07/2020,10/08/2020,Behavioural Failure,JPC - Safety - Access,1335,Closed,Safety
T76201.41,Closed,JPC Project Management>EHS Management>EHS Inspections,29/07/2020,10/08/2020,Behavioural Failure,JPC - Quality - Materials,1335,Closed,Safety
T76201.410,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,29/07/2020,29/07/2020,Behavioural Failure,JPC - Quality - Management,1335,Closed,Safety
T76201.411,Closed,JPC Project Management>Site Management>Daily Site Diary,28/07/2020,10/08/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T76201.412,Open / Ongoing Works,JPC Project Management>Site Management>Daily Site Diary,27/07/2020,27/07/2020,Other,JPC - Safety - House Keeping ,1335,Open,Design Team
T76201.413,Closed,JPC Project Management>Site Management>Daily Site Diary,27/07/2020,13/09/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Site Management
T76201.414,Closed,JPC Project Management>EHS Management>EHS Inspections,27/07/2020,10/08/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T76201.415,Closed,JPC Project Management>EHS Management>EHS Inspections,27/07/2020,04/08/2020,Behavioural Failure,JPC - Safety - Temporary Electrics,1335,Closed,Safety
T76201.416,Closed,JPC Project Management>EHS Management>EHS Inspections,27/07/2020,10/08/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T76201.417,Closed,JPC Project Management>EHS Management>EHS Inspections,27/07/2020,10/08/2020,Behavioural Failure,JPC - Safety - Scaffolding,1335,Closed,Safety
T76201.418,Closed,JPC Project Management>EHS Management>EHS Inspections,27/07/2020,04/08/2020,Behavioural Failure,JPC - Safety - Working At Height,1335,Closed,Safety
T76201.419,Closed,JPC Project Management>EHS Management>EHS Inspections,27/07/2020,10/08/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T76201.42,Closed,JPC Project Management>EHS Management>EHS Inspections,27/07/2020,04/08/2020,Behavioural Failure,JPC - Carelessness,1335,Closed,Safety
T76201.420,JPC Sign Off,JPC Project Management>Site Management>Daily Site Diary,27/07/2020,04/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T76201.421,JPC Inspected,JPC Project Management>Site Management>Daily Site Diary,27/07/2020,04/08/2020,Other,JPC - Carelessness,1335,Open,Quality
T76201.422,JPC Sign Off,JPC Project Management>Site Management>Daily Site Diary,27/07/2020,13/09/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T76201.423,Closed,Quality Control>ITP 04 M&E Services,27/07/2020,29/07/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Site Management
T76201.424,Closed,Quality Control>ITP 04 M&E Services,27/07/2020,14/08/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Site Management
T76201.425,Closed,Quality Control>ITP 04 M&E Services,27/07/2020,27/07/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Site Management
