Ref,Status,Location,Created,Status Changed,Project,Report Forms Status,Report Forms Group
F121436.51,Closed JPC Sign Off,Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,13/07/2020,10/08/2020,1329,Closed,Quality
F121436.52,Open / Ongoing Works,01 Daily Site Diary>Site Management>JPC Project Management,10/07/2020,10/07/2020,1329,Open,Site Management
F121436.53,Open / Ongoing Works,1329 - 19-22 Kildare Street,10/07/2020,10/07/2020,1329,Open,Site Management
F121436.54,Closed JPC Sign Off,Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,10/07/2020,31/08/2020,1329,Closed,Quality
F121436.55,Closed JPC Reviewed,Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,10/07/2020,10/07/2020,1329,Closed,Site Management
F121436.56,Closed,01 Inspections>EHS Management>JPC Project Management,09/07/2020,26/08/2020,1329,Closed,Safety
F121436.57,Closed JPC Sign Off,Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,09/07/2020,14/08/2020,1329,Closed,Quality
F121436.7,Closed JPC Sign Off,Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,09/07/2020,14/08/2020,1329,Closed,Quality
F121436.8,Open / Ongoing Works,01 Daily Site Diary>Site Management>JPC Project Management,09/07/2020,09/07/2020,1329,Open,Site Management
F121436.9,Closed JPC Sign Off,Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,09/07/2020,14/08/2020,1329,Closed,Quality
F121483.1,Closed JPC Reviewed,Progress Photos>Site Management>JPC Project Management,09/07/2020,16/07/2020,1329,Closed,Site Management
F122032.1,Closed,JPC Project Management,09/07/2020,09/07/2020,1329,Closed,Site Management
F122032.10,Closed,JPC Project Management,09/07/2020,09/07/2020,1329,Closed,Site Management
F122032.100,Closed,JPC Project Management,09/07/2020,09/07/2020,1329,Closed,Site Management
F122032.101,Closed,JPC Project Management,09/07/2020,09/07/2020,1329,Closed,Site Management
F122032.102,Test Results Required,Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,09/07/2020,22/07/2020,1329,Open,Quality
F122032.103,Closed JPC Reviewed,Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,09/07/2020,09/07/2020,1329,Closed,Site Management
F122032.104,Closed,01 Daily Site Diary>Site Management>JPC Project Management,08/07/2020,13/07/2020,1329,Closed,Site Management
F122032.105,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,08/07/2020,13/07/2020,1329,Closed,Safety
F122032.106,Closed,01 Daily Site Diary>Site Management>JPC Project Management,08/07/2020,09/07/2020,1329,Closed,Site Management
F122032.107,Open / Ongoing Works,Block 19 - Roof>Lvl 04 Roof Plans>Existing Buildings>ITP 02 Architectural>Quality Control & BC(A)R,08/07/2020,08/07/2020,1329,Open,Quality
F122032.108,Open / Ongoing Works,Block 21 - Roof>Lvl 04 Roof Plans>Existing Buildings>ITP 02 Architectural>Quality Control & BC(A)R,08/07/2020,08/07/2020,1329,Open,Quality
F122032.109,Open / Ongoing Works,Block 22 - Roof>Lvl 04 Roof Plans>Existing Buildings>ITP 02 Architectural>Quality Control & BC(A)R,08/07/2020,08/07/2020,1329,Open,Quality
F122032.11,Open / Ongoing Works,Quality Control & BC(A)R,08/07/2020,08/07/2020,1329,Open,Quality
F122032.110,Closed JPC Reviewed,Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,08/07/2020,08/07/2020,1329,Closed,Site Management
F122032.111,Closed,EHS Management>JPC Project Management,07/07/2020,13/07/2020,1329,Closed,Safety
F122032.112,Closed JPC Sign Off,Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,07/07/2020,14/08/2020,1329,Closed,Quality
F122032.113,Closed,01 Daily Site Diary>Site Management>JPC Project Management,07/07/2020,08/07/2020,1329,Closed,Site Management
F122032.114,Closed,01 Daily Site Diary>Site Management>JPC Project Management,07/07/2020,09/07/2020,1329,Closed,Site Management
F122032.115,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,07/07/2020,07/07/2020,1329,Closed,Safety
F122032.116,Closed JPC Reviewed,Basement>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.117,Closed JPC Reviewed,Ground Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.118,Closed JPC Reviewed,Ground Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.119,Closed JPC Reviewed,Ground Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.12,Closed JPC Reviewed,First Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.120,Closed JPC Reviewed,First Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.121,Closed JPC Reviewed,First Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.122,Closed JPC Reviewed,Second Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.124,Closed JPC Reviewed,Second Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.125,Closed JPC Reviewed,Second Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.126,Closed JPC Reviewed,Third Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,14/07/2020,1329,Closed,Site Management
F122032.127,Closed JPC Reviewed,Third Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,14/07/2020,1329,Closed,Site Management
F122032.129,Closed JPC Reviewed,Third Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,14/07/2020,1329,Closed,Site Management
F122032.13,Closed JPC Reviewed,Basement>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.133,Closed JPC Reviewed,Basement>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.134,Closed JPC Reviewed,Basement>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.136,Closed JPC Reviewed,Basement>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.137,Closed JPC Reviewed,Ground Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.138,Closed JPC Reviewed,Ground Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.139,Closed JPC Reviewed,Ground Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.14,Closed JPC Reviewed,Ground Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.140,Closed JPC Reviewed,First Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.141,Closed JPC Reviewed,First Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.143,Closed JPC Reviewed,First Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,07/07/2020,16/07/2020,1329,Closed,Site Management
F122032.144,Closed JPC Sign Off,Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,07/07/2020,14/08/2020,1329,Closed,Quality
F122032.145,Completed and signed off,New Building>ITP 01 Structural>Quality Control & BC(A)R,07/07/2020,07/07/2020,1329,Closed,Safety
F122032.147,Closed JPC Reviewed,New Building>ITP 01 Structural>Quality Control & BC(A)R,07/07/2020,07/07/2020,1329,Closed,Site Management
F122032.148,Closed,01 Inspections>EHS Management>JPC Project Management,06/07/2020,07/07/2020,1329,Closed,Safety
F122032.149,Closed,01 Daily Site Diary>Site Management>JPC Project Management,06/07/2020,08/07/2020,1329,Closed,Site Management
F122032.15,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,06/07/2020,07/07/2020,1329,Closed,Safety
F122032.150,Open / Ongoing Works,01 Daily Site Diary>Site Management>JPC Project Management,06/07/2020,06/07/2020,1329,Open,Site Management
F122032.151,Closed JPC Reviewed,Second Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,06/07/2020,16/07/2020,1329,Closed,Site Management
F122032.152,Closed JPC Reviewed,Second Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,06/07/2020,16/07/2020,1329,Closed,Site Management
F122032.153,Closed JPC Reviewed,Second Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,06/07/2020,16/07/2020,1329,Closed,Site Management
F122032.154,Closed JPC Reviewed,Third Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,06/07/2020,14/07/2020,1329,Closed,Site Management
F122032.156,Closed JPC Reviewed,Third Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,06/07/2020,14/07/2020,1329,Closed,Site Management
F122032.158,Closed JPC Reviewed,Third Floor>Existing Building>Progress Photos>Site Management>JPC Project Management,06/07/2020,14/07/2020,1329,Closed,Site Management
F122032.159,Closed JPC Sign Off,Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,06/07/2020,14/08/2020,1329,Closed,Quality
F122032.16,Closed,01 Daily Site Diary>Site Management>JPC Project Management,03/07/2020,07/07/2020,1329,Closed,Site Management
F122032.160,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,03/07/2020,03/07/2020,1329,Closed,Safety
F122032.161,Closed,01 Daily Site Diary>Site Management>JPC Project Management,03/07/2020,03/07/2020,1329,Closed,Site Management
F122032.162,JPC Sign Off / Closed,Block 21 - Front Office - 21.3.01>Lvl 03 Floor Plans>Existing Buildings>ITP 02 Architectural>Quality Control & BC(A)R,03/07/2020,03/09/2020,1329,Closed,Quality
F122032.163,Closed JPC Sign Off,Lvl-01 Basement>New Building>ITP 01 Structural>Quality Control & BC(A)R,03/07/2020,30/07/2020,1329,Closed,Quality
F122032.164,Closed JPC Reviewed,Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,03/07/2020,03/07/2020,1329,Closed,Site Management
F122032.165,Open / Ongoing Works,JPC Project Management,02/07/2020,02/07/2020,1329,Open,Site Management
F122032.166,Closed JPC Sign Off,Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,02/07/2020,07/09/2020,1329,Closed,Quality
F122032.167,Closed JPC Reviewed,Progress Photos>Site Management>JPC Project Management,02/07/2020,16/07/2020,1329,Closed,Site Management
F122032.168,Permit to Unload / Dismantle (Closed),Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,02/07/2020,22/07/2020,1329,Closed,Safety
F122032.17,Closed,01 Daily Site Diary>Site Management>JPC Project Management,01/07/2020,03/07/2020,1329,Closed,Site Management
F122032.170,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,01/07/2020,03/07/2020,1329,Closed,Safety
F122032.172,Closed JPC Sign Off,Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,01/07/2020,02/09/2020,1329,Closed,Quality
F122032.174,Open / Ongoing Works,West Elevation>Elevations>Existing Buildings>ITP 02 Architectural>Quality Control & BC(A)R,01/07/2020,01/07/2020,1329,Open,Quality
F122032.175,JPC Sign Off / Closed,West Elevation>Elevations>Existing Buildings>ITP 02 Architectural>Quality Control & BC(A)R,01/07/2020,28/08/2020,1329,Closed,Quality
F122032.177,Open / Ongoing Works,Block 20 - Roof>Lvl 04 Roof Plans>Existing Buildings>ITP 02 Architectural>Quality Control & BC(A)R,01/07/2020,01/07/2020,1329,Open,Quality
F122032.179,Open / Ongoing Works,Block 19 - Roof>Lvl 04 Roof Plans>Existing Buildings>ITP 02 Architectural>Quality Control & BC(A)R,01/07/2020,01/07/2020,1329,Open,Quality
F122032.18,JPC Sign Off / Closed,East Elevation>Elevations>Existing Buildings>ITP 02 Architectural>Quality Control & BC(A)R,01/07/2020,28/08/2020,1329,Closed,Quality
F122032.180,Open / Ongoing Works,East Elevation>Elevations>Existing Buildings>ITP 02 Architectural>Quality Control & BC(A)R,01/07/2020,04/09/2020,1329,Open,Quality
F122032.181,Works Complete / Resolved,East Elevation>Elevations>Existing Buildings>ITP 02 Architectural>Quality Control & BC(A)R,01/07/2020,28/08/2020,1329,Open,Quality
F122032.185,Open / Ongoing Works,East Elevation>Elevations>Existing Buildings>ITP 02 Architectural>Quality Control & BC(A)R,01/07/2020,01/07/2020,1329,Open,Quality
F122032.186,JPC Sign Off / Closed,East Elevation>Elevations>Existing Buildings>ITP 02 Architectural>Quality Control & BC(A)R,01/07/2020,28/08/2020,1329,Closed,Quality
F122032.187,Open / Ongoing Works,East Elevation>Elevations>Existing Buildings>ITP 02 Architectural>Quality Control & BC(A)R,01/07/2020,01/07/2020,1329,Open,Quality
F122032.188,JPC Sign Off / Closed,East Elevation>Elevations>Existing Buildings>ITP 02 Architectural>Quality Control & BC(A)R,01/07/2020,28/08/2020,1329,Closed,Quality
F122032.189,Open / Ongoing Works,East Elevation>Elevations>Existing Buildings>ITP 02 Architectural>Quality Control & BC(A)R,01/07/2020,01/07/2020,1329,Open,Quality
F122032.19,Open / Ongoing Works,East Elevation>Elevations>Existing Buildings>ITP 02 Architectural>Quality Control & BC(A)R,01/07/2020,01/07/2020,1329,Open,Quality
F122032.190,Closed JPC Reviewed,Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,01/07/2020,01/07/2020,1329,Closed,Site Management
F122032.191,Closed,01 Inspections>EHS Management>JPC Project Management,30/06/2020,13/07/2020,1329,Closed,Safety
F122032.192,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,30/06/2020,03/07/2020,1329,Closed,Safety
F122032.193,Closed,01 Daily Site Diary>Site Management>JPC Project Management,30/06/2020,03/07/2020,1329,Closed,Site Management
F122032.194,Closed,01 Daily Site Diary>Site Management>JPC Project Management,30/06/2020,30/06/2020,1329,Closed,Site Management
F122032.195,Closed JPC Sign Off,Lvl-01 Basement>New Building>ITP 01 Structural>Quality Control & BC(A)R,30/06/2020,10/08/2020,1329,Closed,Quality
F122032.197,Closed JPC Reviewed,Lvl-01 Basement>New Building>ITP 01 Structural>Quality Control & BC(A)R,30/06/2020,30/06/2020,1329,Closed,Site Management
F122032.198,JPC Inspected,Lvl-01 Basement>New Building>ITP 01 Structural>Quality Control & BC(A)R,29/06/2020,31/07/2020,1329,Open,Quality
F122032.199,Closed,01 Daily Site Diary>Site Management>JPC Project Management,29/06/2020,01/07/2020,1329,Closed,Site Management
F122032.2,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,29/06/2020,30/06/2020,1329,Closed,Safety
F122032.20,Closed,01 Daily Site Diary>Site Management>JPC Project Management,26/06/2020,30/06/2020,1329,Closed,Site Management
F122032.201,Closed JPC Sign Off,Lvl-01 Basement>New Building>ITP 01 Structural>Quality Control & BC(A)R,26/06/2020,30/07/2020,1329,Closed,Quality
F122032.202,JPC Inspected,Lvl-01 Basement>New Building>ITP 01 Structural>Quality Control & BC(A)R,26/06/2020,10/08/2020,1329,Open,Quality
F122032.203,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,26/06/2020,29/06/2020,1329,Closed,Safety
F122032.204,Closed,01 Daily Site Diary>Site Management>JPC Project Management,26/06/2020,29/06/2020,1329,Closed,Site Management
F122032.205,Closed JPC Reviewed,01 Daily Site Diary>Site Management>JPC Project Management,25/06/2020,25/06/2020,1329,Closed,Site Management
F122032.206,Closed JPC Reviewed,Progress Photos>Site Management>JPC Project Management,25/06/2020,13/07/2020,1329,Closed,Site Management
F122032.207,Closed JPC Sign Off,Lvl-01 Basement>New Building>ITP 01 Structural>Quality Control & BC(A)R,25/06/2020,31/07/2020,1329,Closed,Quality
F122032.208,Closed,01 Daily Site Diary>Site Management>JPC Project Management,25/06/2020,26/06/2020,1329,Closed,Site Management
F122032.209,Closed JPC Reviewed,1329 - 19-22 Kildare Street,25/06/2020,02/07/2020,1329,Closed,Site Management
F122032.21,Closed,01 Inspections>EHS Management>JPC Project Management,25/06/2020,13/07/2020,1329,Closed,Safety
F122032.211,Open / Ongoing Works,01 Daily Site Diary>Site Management>JPC Project Management,25/06/2020,13/07/2020,1329,Open,Site Management
F122032.212,Completed and signed off,EHS Management>JPC Project Management,25/06/2020,25/06/2020,1329,Closed,Safety
F122032.213,Closed JPC Reviewed,Site Management>JPC Project Management,25/06/2020,25/06/2020,1329,Closed,Site Management
F122032.214,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,24/06/2020,26/06/2020,1329,Closed,Safety
